Retailer Name,Retailer ID,Invoice Date,Region,State,District,Product,Price per Unit (INR),Units Sold,Total Sales (INR),Operating Profit (INR),Sales Method
Urban Path Hub,32675,1/8/2022,North,Punjab,Amritsar,Heels,1719,5,8595,2022.419427,Online
Urban Style Place,37451,8/21/2019,South,Karnataka,Hubli,Formal Shoes,957,81,77517,16053.72174,Offline
Great Shoe Place,99115,1/4/2020,North,Punjab,Amritsar,Formal Shoes,1671,83,138693,14056.6036,Online
Top Fashion Mart,42268,1/14/2021,East,West Bengal,Darjeeling,Formal Shoes,876,6,5256,1450.896537,Offline
Fresh Fashion Hub,18797,8/12/2021,East,West Bengal,Darjeeling,Sneakers,2913,45,131085,37277.12491,Online
Exclusive Fashion Place,59844,2/11/2020,East,West Bengal,Kolkata,Sandals,4269,45,192105,25066.78347,Offline
Exclusive Step Company,80745,4/9/2022,North,Punjab,Amritsar,Heels,1313,6,7878,1553.422733,Online
Reliable Fashion Mart,86336,1/13/2020,North,Punjab,Amritsar,Boots,2149,6,12894,2450.891554,Offline
Reliable Step Place,20641,2/3/2021,East,West Bengal,Howrah,Formal Shoes,2202,83,182766,51695.82468,Offline
Reliable Walk Boutique,25626,6/8/2023,South,Tamil Nadu,Coimbatore,Sandals,562,32,17984,2795.754624,Online
Reliable Walk Place,14387,9/10/2022,West,Maharashtra,Pune,Heels,3862,27,104274,25146.66643,Online
Urban Walk Mart,78618,10/30/2018,East,West Bengal,Howrah,Sandals,3158,10,31580,8352.336059,Offline
Best Path Store,35884,11/29/2018,East,West Bengal,Howrah,Sneakers,2075,1,2075,621.4516231,Offline
Great Path Place,88434,9/18/2019,West,Maharashtra,Mumbai,Boots,1963,14,27482,7519.914152,Offline
Top Fashion Hub,87249,8/3/2021,North,Punjab,Ludhiana,Boots,3217,85,273445,62537.3235,Online
Top Journey Mart,54005,8/30/2019,South,Karnataka,Mysore,Boots,1684,57,95988,11441.0558,Offline
Quality Walk Outlet,22827,6/24/2021,North,Punjab,Jalandhar,Formal Shoes,2194,64,140416,24049.66279,Online
Reliable Journey Emporium,27590,8/31/2020,South,Tamil Nadu,Chennai,Sandals,3469,84,291396,82344.33176,Online
Urban Run Co,11736,8/2/2018,West,Maharashtra,Mumbai,Heels,4343,75,325725,36666.16725,Online
Urban Style Store,30361,4/21/2022,South,Karnataka,Bengaluru,Formal Shoes,3054,81,247374,53714.66191,Online
Prime Walk Outlet,84698,3/25/2019,East,West Bengal,Howrah,Heels,4665,30,139950,14599.10758,Offline
New Path Store,64747,6/23/2023,South,Tamil Nadu,Chennai,Sandals,4592,76,348992,69735.28364,Online
Best Path Store,35884,9/5/2018,South,Karnataka,Hubli,Formal Shoes,913,73,66649,17344.79695,Offline
Prime Shoe Emporium,81135,8/12/2021,North,Punjab,Ludhiana,Heels,3129,73,228417,39550.73249,Online
Quality Walk Emporium,54015,2/12/2022,West,Maharashtra,Pune,Formal Shoes,2186,83,181438,52968.97981,Online
Reliable Walk Boutique,25626,11/11/2021,South,Tamil Nadu,Coimbatore,Heels,4489,53,237917,48769.14115,Online
Quality Step Company,69462,3/1/2021,West,Maharashtra,Mumbai,Sandals,4215,67,282405,50910.39445,Online
Urban Walk Mart,78618,4/2/2019,North,Punjab,Ludhiana,Boots,2218,76,168568,49825.43858,Offline
New Footwear Co,23352,3/6/2023,South,Karnataka,Mysore,Sandals,3128,29,90712,22089.85397,Offline
Reliable Fashion Mart,86336,7/5/2020,East,West Bengal,Darjeeling,Sneakers,1467,74,108558,31374.88738,Offline
Urban Walk Place,23524,5/14/2019,North,Punjab,Jalandhar,Heels,4929,63,310527,68443.90655,Offline
Urban Step Mart,19093,10/8/2023,South,Tamil Nadu,Chennai,Formal Shoes,4235,83,351505,90991.64371,Online
Best Walk Emporium,60336,9/13/2023,East,West Bengal,Kolkata,Boots,2741,27,74007,15374.80452,Online
Great Shoe Place,99115,12/21/2023,North,Punjab,Jalandhar,Boots,1380,83,114540,29143.94039,Online
Best Fashion Company,45328,7/22/2019,West,Maharashtra,Pune,Formal Shoes,2081,10,20810,4509.919405,Offline
Urban Footwear Store,51441,3/2/2019,South,Tamil Nadu,Madurai,Boots,4395,43,188985,54270.53709,Online
Top Footwear Place,80001,4/22/2018,North,Punjab,Amritsar,Formal Shoes,1048,65,68120,15060.87674,Online
Best Trend Co,22065,3/16/2023,North,Punjab,Jalandhar,Sandals,1072,21,22512,3599.324102,Online
Reliable Shoe Mart,99510,5/6/2021,West,Maharashtra,Mumbai,Heels,3016,18,54288,15874.1805,Offline
Top Journey Mart,54005,3/29/2023,East,West Bengal,Darjeeling,Formal Shoes,4011,86,344946,53964.37244,Offline
New Fashion Mart,17319,5/26/2023,South,Tamil Nadu,Chennai,Boots,1347,40,53880,9338.72001,Offline
Exclusive Shoe Emporium,69193,5/31/2022,North,Punjab,Ludhiana,Sneakers,3790,17,64430,9553.086201,Online
Top Journey Co,48545,9/20/2023,West,Maharashtra,Pune,Heels,4475,29,129775,30489.9721,Offline
Best Fashion Company,45328,6/19/2020,South,Tamil Nadu,Chennai,Sneakers,3251,58,188558,46099.27869,Offline
Exclusive Style Hub,77676,7/7/2020,East,West Bengal,Darjeeling,Boots,4350,28,121800,30772.76246,Online
Prime Run Co,20463,12/22/2021,North,Punjab,Amritsar,Sandals,4593,44,202092,55065.13402,Online
Top Trend Place,74681,1/1/2019,South,Tamil Nadu,Chennai,Sandals,736,13,9568,2321.222523,Online
Great Shoe Place,99115,3/20/2018,South,Tamil Nadu,Madurai,Sandals,4907,34,166838,17829.79754,Offline
New Run Store,99541,6/27/2023,South,Karnataka,Bengaluru,Sandals,2902,12,34824,9629.318407,Online
Quality Journey Hub,81928,5/12/2020,South,Tamil Nadu,Chennai,Sneakers,2913,62,180606,49122.58352,Online
Urban Style Store,30361,12/11/2021,South,Tamil Nadu,Chennai,Boots,4701,85,399585,52086.61607,Offline
Prime Style Outlet,93978,6/30/2023,West,Maharashtra,Mumbai,Sandals,1808,89,160912,48018.25451,Offline
Quality Walk Store,22162,2/10/2018,South,Tamil Nadu,Coimbatore,Sandals,1487,63,93681,27617.47633,Offline
Fresh Journey Place,36243,8/4/2021,North,Punjab,Ludhiana,Heels,533,43,22919,5430.660611,Offline
Top Run Store,99097,8/28/2018,West,Maharashtra,Pune,Formal Shoes,3517,17,59789,13180.50475,Offline
Fresh Style Hub,65840,8/8/2019,South,Karnataka,Hubli,Heels,4489,25,112225,12697.20318,Offline
Quality Journey Emporium,33351,7/5/2019,North,Punjab,Amritsar,Formal Shoes,2336,74,172864,42583.99083,Offline
Great Shoe Place,99115,10/9/2020,West,Maharashtra,Mumbai,Sandals,2793,21,58653,10326.93326,Online
Urban Fashion Emporium,94689,5/1/2019,North,Punjab,Ludhiana,Heels,1446,19,27474,6982.556925,Offline
Great Run Store,43888,11/14/2018,West,Maharashtra,Nagpur,Formal Shoes,2263,54,122202,17355.58531,Online
New Footwear Outlet,53960,8/9/2019,West,Maharashtra,Mumbai,Sneakers,1753,31,54343,7264.398266,Online
Exclusive Step Company,80745,4/23/2020,East,West Bengal,Darjeeling,Boots,3702,57,211014,48553.05136,Offline
Great Path Outlet,68821,4/23/2021,South,Tamil Nadu,Chennai,Sneakers,2053,40,82120,14617.07123,Offline
New Run Mart,72662,5/26/2020,West,Maharashtra,Mumbai,Heels,4143,98,406014,69588.60509,Offline
Urban Fashion Co,27359,11/19/2023,West,Maharashtra,Pune,Formal Shoes,3891,92,357972,65757.83212,Online
Reliable Shoe Place,73287,8/9/2020,North,Punjab,Jalandhar,Heels,1772,53,93916,17759.54114,Online
Reliable Run Boutique,51945,8/1/2019,North,Punjab,Ludhiana,Heels,2443,52,127036,34471.74948,Offline
Reliable Shoe Mart,99510,8/31/2018,West,Maharashtra,Mumbai,Sneakers,4834,95,459230,52386.38893,Online
Fresh Shoe Company,92129,10/5/2018,South,Karnataka,Hubli,Sandals,2143,12,25716,2946.195808,Offline
Fresh Path Mart,30299,2/8/2019,South,Tamil Nadu,Coimbatore,Sneakers,2232,59,131688,18613.3047,Online
Prime Run Emporium,14287,3/28/2019,East,West Bengal,Darjeeling,Boots,2895,58,167910,48345.57481,Online
Prime Run Co,20463,10/17/2020,South,Tamil Nadu,Coimbatore,Heels,3267,50,163350,46372.34142,Online
Prime Step Company,17492,8/22/2018,South,Tamil Nadu,Chennai,Formal Shoes,3015,32,96480,10048.85348,Offline
Great Style Emporium,92271,2/5/2023,South,Tamil Nadu,Madurai,Boots,3294,58,191052,27882.05023,Online
Exclusive Footwear Boutique,22382,7/5/2023,West,Maharashtra,Pune,Boots,2395,45,107775,18520.43283,Online
Reliable Trend Outlet,49326,10/4/2018,North,Punjab,Amritsar,Sandals,4364,11,48004,6956.655197,Online
Fresh Path Mart,30299,5/29/2021,West,Maharashtra,Nagpur,Sneakers,3557,55,195635,24602.97565,Online
New Run Store,99541,1/21/2022,East,West Bengal,Darjeeling,Boots,4332,16,69312,7157.455042,Online
New Journey Co,19451,8/7/2021,South,Karnataka,Bengaluru,Formal Shoes,1664,58,96512,26953.59907,Offline
New Style Mart,40094,3/31/2022,South,Karnataka,Bengaluru,Heels,1971,72,141912,28386.29323,Offline
New Shoe Mart,10980,6/1/2022,South,Karnataka,Hubli,Sandals,4658,88,409904,62225.85191,Online
Reliable Fashion Boutique,44304,4/23/2021,South,Karnataka,Mysore,Sneakers,2191,59,129269,34182.97303,Offline
Urban Step Mart,19093,6/14/2020,West,Maharashtra,Pune,Sandals,4096,42,172032,44711.2647,Offline
Great Trend Hub,77223,3/31/2020,North,Punjab,Amritsar,Boots,1393,63,87759,13951.22572,Online
Prime Shoe Hub,48103,4/2/2020,East,West Bengal,Kolkata,Heels,3915,10,39150,4397.702939,Online
Quality Walk Emporium,54015,4/5/2018,South,Karnataka,Bengaluru,Sneakers,3633,89,323337,84781.9106,Offline
Quality Journey Emporium,33351,5/2/2018,South,Karnataka,Hubli,Sandals,3292,94,309448,45272.19151,Offline
Great Walk Mart,82118,11/8/2022,East,West Bengal,Darjeeling,Heels,2039,39,79521,18446.02903,Offline
Fresh Path Boutique,34092,10/13/2020,West,Maharashtra,Nagpur,Formal Shoes,2969,25,74225,13103.88778,Offline
New Path Store,64747,3/17/2023,North,Punjab,Ludhiana,Sandals,1122,55,61710,9347.934566,Offline
Best Footwear Outlet,29709,5/16/2019,West,Maharashtra,Nagpur,Boots,4441,98,435218,118965.7875,Online
Prime Run Emporium,14287,12/5/2018,South,Tamil Nadu,Madurai,Formal Shoes,4848,1,4848,751.0094999,Online
Top Footwear Co,33817,9/5/2019,East,West Bengal,Kolkata,Sneakers,2177,42,91434,25444.40017,Offline
Fresh Shoe Company,92129,8/24/2023,North,Punjab,Amritsar,Sneakers,4826,75,361950,66352.07505,Online
New Run Mart,72662,3/16/2023,North,Punjab,Ludhiana,Heels,3911,96,375456,55978.92744,Offline
Exclusive Fashion Place,59844,11/13/2020,South,Karnataka,Mysore,Heels,2944,96,282624,34596.92598,Online
Fresh Path Co,14643,11/1/2020,North,Punjab,Ludhiana,Sneakers,2959,49,144991,21504.02664,Offline
Quality Path Co,99670,3/14/2022,South,Tamil Nadu,Chennai,Sandals,4393,91,399763,117896.6604,Offline
Top Fashion Hub,87249,2/28/2018,South,Tamil Nadu,Chennai,Sandals,894,89,79566,8275.289769,Offline
Fresh Journey Place,36243,2/12/2022,East,West Bengal,Kolkata,Heels,910,97,88270,24074.31301,Online
Exclusive Fashion Place,59844,2/8/2018,West,Maharashtra,Pune,Sneakers,1875,76,142500,18922.04131,Online
Great Run Store,43888,2/22/2021,South,Tamil Nadu,Chennai,Sandals,4675,50,233750,49632.21473,Online
Fresh Footwear Boutique,66425,5/5/2019,South,Karnataka,Mysore,Sneakers,3509,24,84216,12522.10907,Offline
New Footwear Co,23352,3/9/2023,East,West Bengal,Howrah,Sneakers,785,89,69865,11127.22813,Online
Reliable Fashion Boutique,44304,1/8/2023,East,West Bengal,Kolkata,Boots,1850,22,40700,5664.07572,Offline
Urban Style Place,37451,6/4/2018,East,West Bengal,Kolkata,Sneakers,2140,66,141240,15548.56469,Online
Great Step Co,54022,10/24/2020,West,Maharashtra,Mumbai,Sneakers,1072,34,36448,6633.621099,Offline
Quality Walk Store,22162,12/25/2023,South,Tamil Nadu,Chennai,Boots,1025,15,15375,2867.451838,Online
New Journey Outlet,40578,1/14/2023,West,Maharashtra,Mumbai,Heels,1067,69,73623,17586.99752,Offline
Urban Journey Company,32934,12/11/2019,South,Karnataka,Bengaluru,Formal Shoes,3471,58,201318,54933.27192,Offline
Great Path Hub,98938,3/6/2020,South,Tamil Nadu,Coimbatore,Heels,1076,35,37660,7870.689736,Online
Best Journey Hub,98556,8/19/2023,South,Tamil Nadu,Chennai,Sneakers,3947,49,193403,36108.59882,Offline
Best Shoe Place,18959,3/26/2021,North,Punjab,Jalandhar,Sneakers,1697,33,56001,9252.239531,Offline
Urban Trend Mart,96086,12/18/2019,South,Tamil Nadu,Chennai,Sandals,3285,52,170820,28542.32836,Offline
Best Trend Co,22065,11/26/2020,North,Punjab,Ludhiana,Sneakers,4657,2,9314,1967.29285,Offline
Quality Journey Emporium,33351,5/30/2020,West,Maharashtra,Nagpur,Boots,1978,65,128570,17803.58918,Offline
Great Path Outlet,68821,9/21/2021,South,Tamil Nadu,Madurai,Sneakers,1464,45,65880,18338.84136,Online
Fresh Path Mart,30299,7/20/2020,West,Maharashtra,Nagpur,Formal Shoes,3701,64,236864,32174.08163,Online
Fresh Step Emporium,75859,9/18/2018,South,Karnataka,Bengaluru,Boots,3471,78,270738,79404.79373,Online
Great Fashion Mart,69107,10/2/2022,North,Punjab,Jalandhar,Formal Shoes,4631,52,240812,26078.078,Offline
Quality Shoe Boutique,73363,12/19/2018,North,Punjab,Jalandhar,Sandals,617,68,41956,9096.774379,Online
Exclusive Style Hub,77676,2/11/2023,South,Karnataka,Bengaluru,Heels,2786,92,256312,49769.47782,Offline
Reliable Run Co,30549,1/24/2019,South,Karnataka,Mysore,Sneakers,4489,35,157115,46907.00374,Online
Quality Step Company,69462,5/22/2022,South,Karnataka,Hubli,Sneakers,2658,69,183402,25767.9127,Offline
Top Footwear Place,80001,2/25/2021,South,Tamil Nadu,Madurai,Heels,3528,62,218736,53698.80371,Online
Prime Walk Outlet,84698,3/12/2020,West,Maharashtra,Pune,Formal Shoes,559,41,22919,2839.296317,Offline
Exclusive Shoe Emporium,69193,8/6/2021,West,Maharashtra,Pune,Sandals,3584,70,250880,54085.67311,Offline
Urban Journey Outlet,93467,7/5/2018,East,West Bengal,Darjeeling,Sneakers,2978,99,294822,54568.99893,Offline
New Footwear Co,23352,10/27/2020,East,West Bengal,Kolkata,Heels,1293,47,60771,8072.867991,Online
Fresh Shoe Company,92129,4/10/2018,South,Tamil Nadu,Chennai,Heels,2284,82,187288,33767.58561,Offline
Reliable Journey Emporium,27590,12/17/2021,South,Tamil Nadu,Chennai,Heels,2180,32,69760,18554.97903,Offline
Best Walk Hub,25862,1/4/2023,East,West Bengal,Kolkata,Formal Shoes,4314,6,25884,7187.073853,Online
New Style Store,27780,9/19/2019,West,Maharashtra,Nagpur,Sneakers,545,91,49595,10162.23126,Offline
Best Journey Boutique,77242,8/6/2020,North,Punjab,Amritsar,Boots,4470,88,393360,99068.49559,Online
Best Trend Co,22065,4/24/2020,West,Maharashtra,Mumbai,Sneakers,1160,51,59160,17453.51942,Offline
Top Path Emporium,46367,12/3/2022,East,West Bengal,Howrah,Formal Shoes,3523,83,292409,46980.68507,Offline
Reliable Walk Boutique,25626,5/17/2023,West,Maharashtra,Pune,Heels,2299,13,29887,4313.295499,Online
Prime Walk Outlet,84698,10/11/2019,South,Tamil Nadu,Coimbatore,Sneakers,784,83,65072,18897.57707,Online
Great Shoe Co,39528,3/6/2021,East,West Bengal,Kolkata,Formal Shoes,1897,23,43631,5679.877893,Online
Top Journey Mart,54005,7/30/2021,South,Karnataka,Bengaluru,Boots,2279,63,143577,18137.27146,Offline
Top Fashion Emporium,86111,6/27/2018,East,West Bengal,Howrah,Formal Shoes,1538,63,96894,15949.06242,Offline
Exclusive Shoe Place,46628,1/13/2018,South,Karnataka,Bengaluru,Formal Shoes,2335,25,58375,15846.26795,Offline
Quality Journey Mart,98714,4/20/2018,East,West Bengal,Howrah,Boots,4646,44,204424,36284.65061,Offline
Top Fashion Outlet,39127,9/29/2018,South,Tamil Nadu,Coimbatore,Sneakers,756,24,18144,5287.01529,Offline
Reliable Run Boutique,51945,3/6/2023,West,Maharashtra,Mumbai,Heels,4597,30,137910,35947.98033,Online
Quality Trend Place,31372,8/8/2020,East,West Bengal,Kolkata,Boots,2620,22,57640,17120.68071,Offline
Exclusive Style Hub,77676,8/6/2023,West,Maharashtra,Mumbai,Boots,3123,9,28107,3579.159904,Offline
New Journey Co,19451,10/3/2018,West,Maharashtra,Mumbai,Boots,4446,40,177840,50138.59005,Online
Urban Journey Company,32934,1/29/2018,West,Maharashtra,Nagpur,Sneakers,3083,61,188063,46808.52851,Offline
New Footwear Co,23352,7/1/2022,North,Punjab,Jalandhar,Sneakers,533,18,9594,1563.515751,Online
Top Fashion Emporium,86111,11/8/2021,North,Punjab,Amritsar,Sneakers,4061,99,402039,116217.5453,Online
Urban Style Place,37451,11/3/2018,West,Maharashtra,Nagpur,Heels,4056,13,52728,5551.659881,Online
Prime Fashion Outlet,76367,10/28/2023,South,Tamil Nadu,Chennai,Sandals,2982,39,116298,31958.36056,Online
Prime Run Company,29246,10/12/2023,South,Karnataka,Mysore,Boots,3449,42,144858,17313.36906,Online
Great Shoe Place,99115,2/28/2021,East,West Bengal,Darjeeling,Boots,3035,49,148715,34892.18508,Online
Best Fashion Emporium,82971,4/29/2020,South,Tamil Nadu,Madurai,Boots,671,32,21472,5201.849997,Online
Fresh Step Co,32221,11/4/2021,South,Tamil Nadu,Madurai,Sandals,1434,14,20076,3288.465329,Online
Reliable Shoe Mart,99510,6/27/2019,North,Punjab,Jalandhar,Sandals,4030,51,205530,43883.66394,Offline
Exclusive Run Mart,22489,3/1/2022,South,Karnataka,Bengaluru,Sneakers,4712,55,259160,53472.67912,Online
Great Step Co,54022,5/3/2018,South,Karnataka,Mysore,Sandals,2803,46,128938,37265.07692,Offline
Urban Fashion Co,27359,4/4/2019,South,Tamil Nadu,Coimbatore,Formal Shoes,734,60,44040,5651.729911,Online
Urban Shoe Place,48908,4/9/2020,North,Punjab,Amritsar,Sneakers,4687,2,9374,1342.664356,Offline
Fresh Step Co,32221,3/27/2021,West,Maharashtra,Pune,Formal Shoes,3621,8,28968,3370.096757,Online
Urban Fashion Store,66946,5/21/2021,South,Tamil Nadu,Madurai,Boots,1459,27,39393,6692.898055,Online
Exclusive Journey Hub,59580,4/2/2021,West,Maharashtra,Pune,Heels,1731,3,5193,536.3002726,Online
Top Footwear Company,82005,12/13/2021,East,West Bengal,Kolkata,Formal Shoes,1260,39,49140,9413.938748,Offline
Quality Path Co,99670,6/25/2023,South,Tamil Nadu,Chennai,Boots,1353,15,20295,5225.671622,Online
Top Journey Store,45327,6/13/2020,East,West Bengal,Darjeeling,Formal Shoes,1939,72,139608,20675.51172,Online
Top Fashion Emporium,86111,9/11/2023,East,West Bengal,Howrah,Boots,1721,7,12047,3401.284537,Offline
Exclusive Shoe Place,46628,9/16/2019,East,West Bengal,Darjeeling,Sandals,2876,26,74776,14328.55943,Online
Top Trend Mart,49700,8/23/2020,North,Punjab,Amritsar,Boots,3207,58,186006,20620.70313,Online
Top Step Store,39832,9/19/2019,North,Punjab,Ludhiana,Boots,3571,87,310677,80979.52921,Offline
Reliable Trend Store,73756,7/16/2022,South,Tamil Nadu,Madurai,Heels,3901,76,296476,82982.87914,Offline
Best Fashion Company,45328,10/1/2021,East,West Bengal,Darjeeling,Formal Shoes,4997,57,284829,56471.09349,Online
Exclusive Footwear Hub,46983,4/7/2022,North,Punjab,Jalandhar,Formal Shoes,3976,62,246512,34191.85124,Online
Top Shoe Store,84985,12/1/2020,West,Maharashtra,Nagpur,Formal Shoes,831,28,23268,6334.526229,Online
Reliable Journey Emporium,27590,7/28/2023,West,Maharashtra,Mumbai,Sandals,2621,53,138913,16174.82585,Online
Fresh Fashion Emporium,91413,7/12/2023,East,West Bengal,Howrah,Sandals,3055,26,79430,15785.50224,Offline
Quality Walk Emporium,54015,7/30/2022,North,Punjab,Ludhiana,Sneakers,4377,6,26262,5693.731737,Offline
Prime Shoe Emporium,81135,12/11/2018,West,Maharashtra,Mumbai,Sneakers,4212,55,231660,56265.75594,Offline
Top Shoe Store,84985,1/24/2019,West,Maharashtra,Pune,Formal Shoes,2447,82,200654,46405.97126,Online
New Run Mart,72662,1/5/2020,North,Punjab,Ludhiana,Sandals,4787,41,196267,40123.12456,Offline
Top Path Place,92034,10/15/2021,South,Tamil Nadu,Chennai,Heels,4234,89,376826,66723.9035,Offline
Reliable Shoe Mart,99510,9/3/2018,West,Maharashtra,Mumbai,Sneakers,4390,79,346810,37110.79637,Online
Reliable Step Place,20641,8/29/2021,South,Karnataka,Bengaluru,Heels,3380,15,50700,10221.98553,Offline
Prime Shoe Hub,48103,1/8/2021,South,Tamil Nadu,Chennai,Heels,4030,83,334490,97628.65135,Online
Top Shoe Store,84985,9/29/2018,South,Karnataka,Mysore,Boots,4598,84,386232,74393.17104,Online
Prime Fashion Outlet,76367,3/12/2023,South,Tamil Nadu,Chennai,Sneakers,2653,70,185710,47773.90688,Offline
Great Shoe Place,99115,3/6/2019,West,Maharashtra,Mumbai,Sandals,4885,28,136780,27185.84538,Online
Great Journey Store,15415,10/14/2023,North,Punjab,Amritsar,Sandals,1009,36,36324,10119.67448,Offline
Quality Path Co,99670,8/12/2020,South,Karnataka,Bengaluru,Formal Shoes,1488,86,127968,13123.53825,Online
Best Footwear Outlet,29709,12/26/2022,West,Maharashtra,Mumbai,Sneakers,3242,54,175068,39427.28648,Online
Great Path Place,88434,11/6/2019,East,West Bengal,Darjeeling,Formal Shoes,2017,82,165394,45728.19981,Offline
Quality Path Co,99670,1/9/2021,East,West Bengal,Kolkata,Heels,3063,47,143961,33310.36222,Online
Reliable Run Boutique,51945,4/25/2019,South,Tamil Nadu,Madurai,Boots,1848,5,9240,2653.310298,Online
New Style Company,34462,8/22/2022,East,West Bengal,Darjeeling,Sandals,4127,79,326033,72421.38164,Offline
Best Walk Hub,25862,6/28/2019,South,Karnataka,Mysore,Formal Shoes,2734,78,213252,36149.33537,Online
